date,description,merchant,amount,type,payment_method,source,category,description_clean
2025-06-08,Payment to Myntra,Myntra,237.19,expense,Card,csv_import,Shopping,payment to myntra
2025-06-08,Yatra flight ticket,Yatra,9743.66,expense,Card,excel_import,Travel,yatra flight ticket
2025-06-08,Payment to OYO Rooms,OYO Rooms,21353.64,expense,Net Banking,csv_import,Travel,payment to oyo rooms
2025-06-08,UPI-BSES Electricity-83773,BSES Electricity,2693.4,expense,UPI,excel_import,Bills & Utilities,upi-bses electricity-83773
2025-06-08,Unacademy subscription,Unacademy,4537.45,expense,Card,csv_import,Education,unacademy subscription
2025-06-09,Ola trip,Ola,1503.28,expense,Card,manual,Transport,ola trip
2025-06-09,Decathlon purchase,Decathlon,4690.53,expense,Net Banking,excel_import,Shopping,decathlon purchase
2025-06-09,Uber ride payment,Uber,1529.61,expense,Card,manual,Transport,uber ride payment
2025-06-10,Goibibo hotel booking,Goibibo,3628.23,expense,Card,excel_import,Travel,goibibo hotel booking
2025-06-10,Airbnb hotel booking,Airbnb,9898.06,expense,Card,excel_import,Travel,airbnb hotel booking
2025-06-10,NEFT-NoBroker Rent Pay-92269,NoBroker Rent Pay,29761.48,expense,NEFT,manual,Rent,neft-nobroker rent pay-92269
2025-06-10,Netmeds consultation fee,Netmeds,200.75,expense,Cash,manual,Healthcare,netmeds consultation fee
2025-06-11,Local Salon membership renewal,Local Salon,2416.17,expense,Card,csv_import,Personal Care,local salon membership renewal
2025-06-11,Urban Company service,Urban Company,2058.79,expense,Cash,csv_import,Personal Care,urban company service
2025-06-11,Payment to Lakme Salon,Lakme Salon,1080.31,expense,UPI,manual,Personal Care,payment to lakme salon
2025-06-11,OYO Rooms booking,OYO Rooms,21871.68,expense,Net Banking,csv_import,Travel,oyo rooms booking
2025-06-11,McDonalds dine in,McDonalds,596.03,expense,Cash,manual,Food,mcdonalds dine in
2025-06-11,Payment to Cult.fit,Cult.fit,1821.95,expense,UPI,csv_import,Personal Care,payment to cultfit
2025-06-11,Landlord Transfer rent transfer,Landlord Transfer,26122.49,expense,NEFT,excel_import,Rent,landlord transfer rent transfer
2025-06-12,Reliance Fresh order #62093,Reliance Fresh,1237.76,expense,Cash,excel_import,Groceries,reliance fresh order #62093
2025-06-12,OYO Rooms flight ticket,OYO Rooms,24818.55,expense,Net Banking,csv_import,Travel,oyo rooms flight ticket
2025-06-12,INOX monthly plan,INOX,392.91,expense,UPI,manual,Entertainment,inox monthly plan
2025-06-12,Dominos online order,Dominos,275.39,expense,UPI,csv_import,Food,dominos online order
2025-06-13,Fuel - Auto Rickshaw,Auto Rickshaw,241.67,expense,Cash,manual,Transport,fuel - auto rickshaw
2025-06-13,Decathlon purchase,Decathlon,3721.59,expense,Card,manual,Shopping,decathlon purchase
2025-06-14,IRCTC recharge,IRCTC,817.32,expense,UPI,manual,Transport,irctc recharge
2025-06-15,Rent - NoBroker Rent Pay,NoBroker Rent Pay,33470.13,expense,Net Banking,csv_import,Rent,rent - nobroker rent pay
2025-06-15,Payment to Amazon Prime,Amazon Prime,1119.23,expense,Card,manual,Entertainment,payment to amazon prime
2025-06-15,UPI-Yatra-74265,Yatra,19802.38,expense,Net Banking,excel_import,Travel,upi-yatra-74265
2025-06-15,Swiggy order #72898,Unknown,502.13,expense,Card,excel_import,Food,swiggy order #72898
2025-06-15,POS-Croma-65699,Croma,3581.81,expense,Net Banking,manual,Shopping,pos-croma-65699
2025-06-15,Starbucks order #29298,Starbucks,188.77,expense,Cash,manual,Food,starbucks order #29298
2025-06-15,UPI-Reliance Fresh-48722,Reliance Fresh,1607.04,expense,Card,csv_import,Groceries,upi-reliance fresh-48722
2025-06-16,Reliance Trends order #76958,Reliance Trends,5674.32,expense,Net Banking,manual,Shopping,reliance trends order #76958
2025-06-16,UPI-Haldiram's-16444,Haldiram's,88.06,expense,Cash,manual,Food,upi-haldirams-16444
2025-06-16,BigBasket monthly groceries,BigBasket,3518.43,expense,Card,excel_import,Groceries,bigbasket monthly groceries
2025-06-16,Fuel - Rapido,Rapido,1798.62,expense,Cash,excel_import,Transport,fuel - rapido
2025-06-16,Cult.fit membership renewal,Cult.fit,1701.09,expense,Cash,manual,Personal Care,cultfit membership renewal
2025-06-17,Monthly rent payment,Housing Society,16053.42,expense,NEFT,excel_import,Rent,monthly rent payment
2025-06-17,Uber booking,Uber,788.99,expense,Cash,manual,Transport,uber booking
2025-06-17,Fuel - Bharat Petroleum,Bharat Petroleum,2069.56,expense,Card,excel_import,Transport,fuel - bharat petroleum
2025-06-17,Payment to McDonalds,McDonalds,1108.66,expense,UPI,csv_import,Food,payment to mcdonalds
2025-06-18,IRCTC ride payment,IRCTC,2415.41,expense,Card,excel_import,Transport,irctc ride payment
2025-06-18,McDonalds food delivery,McDonalds,790.42,expense,UPI,csv_import,Food,mcdonalds food delivery
2025-06-18,Apollo Pharmacy purchase,Apollo Pharmacy,3990.16,expense,UPI,excel_import,Healthcare,apollo pharmacy purchase
2025-06-18,Goibibo booking,Goibibo,2662.68,expense,Card,excel_import,Travel,goibibo booking
2025-06-18,Subway online order,Subway,667.74,expense,UPI,manual,Food,subway online order
2025-06-19,Payment to KFC,KFC,207.55,expense,Cash,csv_import,Food,payment to kfc
2025-06-19,Auto-debit Airtel,Airtel,2390.28,expense,Net Banking,manual,Bills & Utilities,auto-debit airtel
2025-06-19,More Supermarket delivery,More Supermarket,2188.63,expense,Cash,excel_import,Groceries,more supermarket delivery
2025-06-19,Cleartrip hotel booking,Cleartrip,3921.68,expense,Net Banking,manual,Travel,cleartrip hotel booking
2025-06-19,UPI-Local Salon-69690,Local Salon,1907.46,expense,UPI,csv_import,Personal Care,upi-local salon-69690
2025-06-19,Zomato order #27522,Unknown,1042.74,expense,Cash,excel_import,Food,zomato order #27522
2025-06-19,Nykaa order #13598,Nykaa,7082.57,expense,UPI,manual,Shopping,nykaa order #13598
2025-06-19,Blinkit monthly groceries,Blinkit,3689.23,expense,Card,excel_import,Groceries,blinkit monthly groceries
2025-06-20,Starbucks online order,Starbucks,1098.71,expense,Card,manual,Food,starbucks online order
2025-06-20,Swiggy online order,Swiggy,403.76,expense,Card,manual,Food,swiggy online order
2025-06-20,UPI-Udemy-41784,Udemy,1409.93,expense,UPI,excel_import,Education,upi-udemy-41784
2025-06-20,Amazon Prime monthly plan,Amazon Prime,1403.8,expense,Net Banking,manual,Entertainment,amazon prime monthly plan
2025-06-20,BookMyShow subscription,BookMyShow,307.61,expense,Card,excel_import,Entertainment,bookmyshow subscription
2025-06-21,Payment to Big Bazaar,Big Bazaar,803.67,expense,Net Banking,excel_import,Shopping,payment to big bazaar
2025-06-21,OYO Rooms booking,OYO Rooms,19963.39,expense,Net Banking,excel_import,Travel,oyo rooms booking
2025-06-21,POS-Big Bazaar-55232,Big Bazaar,1836.79,expense,Card,excel_import,Shopping,pos-big bazaar-55232
2025-06-21,Payment to Cleartrip,Cleartrip,12568.49,expense,Net Banking,manual,Travel,payment to cleartrip
2025-06-21,Local Kirana Store order #93852,Local Kirana Store,4070.3,expense,Card,excel_import,Groceries,local kirana store order #93852
2025-06-21,Haldiram's dine in,Haldiram's,662.78,expense,Card,csv_import,Food,haldirams dine in
2025-06-21,Netmeds medicines,Netmeds,260.84,expense,Card,manual,Healthcare,netmeds medicines
2025-06-22,UPI-Zomato-28690,Zomato,1035.3,expense,Cash,excel_import,Food,upi-zomato-28690
2025-06-22,UPI-KFC-33353,KFC,448.36,expense,Cash,csv_import,Food,upi-kfc-33353
2025-06-22,Decathlon purchase,Decathlon,6120.75,expense,Net Banking,excel_import,Shopping,decathlon purchase
2025-06-22,Municipal Water Board postpaid bill,Municipal Water Board,2384.85,expense,Auto Debit,excel_import,Bills & Utilities,municipal water board postpaid bill
2025-06-22,McDonalds food delivery,McDonalds,563.42,expense,Cash,csv_import,Food,mcdonalds food delivery
2025-06-23,PVR Cinemas movie tickets,PVR Cinemas,981.01,expense,Net Banking,manual,Entertainment,pvr cinemas movie tickets
2025-06-24,Starbucks online order,Starbucks,1161.83,expense,Card,excel_import,Food,starbucks online order
2025-06-24,UPI-Cafe Coffee Day-85505,Cafe Coffee Day,876.77,expense,Cash,csv_import,Food,upi-cafe coffee day-85505
2025-06-24,Gym Membership membership renewal,Gym Membership,2488.44,expense,UPI,csv_import,Personal Care,gym membership membership renewal
2025-06-24,Payment to Local Restaurant,Local Restaurant,915.56,expense,Cash,manual,Food,payment to local restaurant
2025-06-24,UPI-IndiGo Airlines-59556,IndiGo Airlines,18038.5,expense,Card,excel_import,Travel,upi-indigo airlines-59556
2025-06-25,Payment to Goibibo,Goibibo,19241.98,expense,Card,excel_import,Travel,payment to goibibo
2025-06-25,Library course fee,Library,5048.29,expense,Net Banking,excel_import,Education,library course fee
2025-06-25,Local Kirana Store monthly groceries,Local Kirana Store,1355.94,expense,Cash,manual,Groceries,local kirana store monthly groceries
2025-06-25,BookMyShow monthly plan,BookMyShow,331.01,expense,UPI,excel_import,Entertainment,bookmyshow monthly plan
2025-06-25,IndiGo Airlines flight ticket,IndiGo Airlines,14200.53,expense,Net Banking,manual,Travel,indigo airlines flight ticket
2025-06-25,IRCTC booking,IRCTC,1636.97,expense,Card,csv_import,Transport,irctc booking
2025-06-25,Hotstar monthly plan,Hotstar,1089.48,expense,UPI,manual,Entertainment,hotstar monthly plan
2025-06-26,Indian Oil booking,Indian Oil,378.19,expense,Card,csv_import,Transport,indian oil booking
2025-06-26,Grocery - Zepto,Zepto,2853.34,expense,Cash,csv_import,Groceries,grocery - zepto
2025-06-26,Nykaa service,Nykaa,2952.72,expense,UPI,csv_import,Personal Care,nykaa service
2025-06-26,BigBasket delivery,BigBasket,2983.58,expense,UPI,excel_import,Groceries,bigbasket delivery
2025-06-27,POS-Reliance Trends-73883,Reliance Trends,7666.7,expense,UPI,excel_import,Shopping,pos-reliance trends-73883
2025-06-27,UPI-Zomato-15383,Zomato,445.92,expense,Cash,excel_import,Food,upi-zomato-15383
2025-06-27,MedPlus medicines,MedPlus,3720.64,expense,Cash,csv_import,Healthcare,medplus medicines
2025-06-27,Payment to Big Bazaar,Big Bazaar,2980.33,expense,Net Banking,csv_import,Shopping,payment to big bazaar
2025-06-27,Rent - Landlord Transfer,Landlord Transfer,17040.79,expense,Net Banking,excel_import,Rent,rent - landlord transfer
2025-06-27,UPI-Rapido-48953,Rapido,1279.4,expense,Card,manual,Transport,upi-rapido-48953
2025-06-28,Salary credit June,TCS Salary,27400.0,income,Bank Transfer,manual,Salary,salary credit june
2025-06-28,SonyLIV subscription,SonyLIV,871.85,expense,Card,manual,Entertainment,sonyliv subscription
2025-06-28,Subway dine in,Subway,631.57,expense,Cash,manual,Food,subway dine in
2025-06-28,Salary credit June,TCS Salary,49500.0,income,NEFT,excel_import,Salary,salary credit june
2025-06-29,CLEARTRIP HOTEL BOOKING,Cleartrip,20509.94,expense,Net Banking,excel_import,Travel,cleartrip hotel booking
2025-06-29,Swiggy online order,Swiggy,881.17,expense,UPI,csv_import,Food,swiggy online order
2025-06-29,McDonalds order #15401,McDonalds,115.35,expense,UPI,csv_import,Food,mcdonalds order #15401
2025-06-29,Fuel - Indian Oil,Indian Oil,831.92,expense,Card,excel_import,Transport,fuel - indian oil
2025-06-30,Ajio online shopping,Ajio,5260.03,expense,UPI,csv_import,Shopping,ajio online shopping
2025-06-30,Haldiram's online order,Haldiram's,896.62,expense,UPI,csv_import,Food,haldirams online order
2025-06-30,POS-Decathlon-52622,Decathlon,758.92,expense,UPI,excel_import,Shopping,pos-decathlon-52622
2025-06-30,NEFT-NoBroker Rent Pay-31671,NoBroker Rent Pay,14457.55,expense,NEFT,manual,Rent,neft-nobroker rent pay-31671
2025-06-30,Spencer's monthly groceries,Spencer's,1566.55,expense,UPI,csv_import,Groceries,spencers monthly groceries
2025-07-01,Payment to Croma,Croma,5716.3,expense,Card,csv_import,Shopping,payment to croma
2025-07-01,Cafe Coffee Day dine in,Cafe Coffee Day,1076.38,expense,Cash,manual,Food,cafe coffee day dine in
2025-07-01,DMart delivery,DMart,3855.74,expense,Cash,manual,Groceries,dmart delivery
2025-07-01,UPI-Airtel-82239,Airtel,2404.46,expense,Net Banking,csv_import,Bills & Utilities,upi-airtel-82239
2025-07-01,Employer Pvt Ltd salary,Employer Pvt Ltd,102600.0,income,Bank Transfer,manual,Salary,employer pvt ltd salary
2025-07-01,UPI-Netflix-78415,Netflix,1181.37,expense,UPI,manual,Entertainment,upi-netflix-78415
2025-07-01,NEFT-TCS Salary-54225,TCS Salary,104200.0,income,NEFT,manual,Salary,neft-tcs salary-54225
2025-07-01,Infosys Salary salary,Infosys Salary,97700.0,income,Bank Transfer,excel_import,Salary,infosys salary salary
2025-07-01,UPI-Hotstar-70522,Hotstar,969.91,expense,Net Banking,excel_import,Entertainment,upi-hotstar-70522
2025-07-01,NEFT-Acme Corp Payroll-15267,Acme Corp Payroll,52800.0,income,NEFT,excel_import,Salary,neft-acme corp payroll-15267
2025-07-01,Grocery - Zepto,Zepto,697.2,expense,Cash,manual,Groceries,grocery - zepto
2025-07-01,Payment to IndiGo Airlines,IndiGo Airlines,1910.35,expense,Card,excel_import,Travel,payment to indigo airlines
2025-07-01,Local Coaching Center course fee,Local Coaching Center,10269.29,expense,Net Banking,manual,Education,local coaching center course fee
2025-07-01,NEFT-HCL Salary-66838,HCL Salary,75600.0,income,NEFT,csv_import,Salary,neft-hcl salary-66838
2025-07-01,Uber recharge,Uber,1956.87,expense,Card,csv_import,Transport,uber recharge
2025-07-02,BookMyShow movie tickets,BookMyShow,419.4,expense,Card,csv_import,Entertainment,bookmyshow movie tickets
2025-07-02,Uber trip,Uber,1660.96,expense,UPI,csv_import,Transport,uber trip
2025-07-02,Zomato dine in,Zomato,98.41,expense,Cash,excel_import,Food,zomato dine in
2025-07-02,Auto-debit Jio,Jio,2338.25,expense,Auto Debit,manual,Bills & Utilities,auto-debit jio
2025-07-03,BookMyShow monthly plan,BookMyShow,678.81,expense,Net Banking,manual,Entertainment,bookmyshow monthly plan
2025-07-03,Decathlon online shopping,Decathlon,5368.75,expense,UPI,csv_import,Shopping,decathlon online shopping
2025-07-03,Local Coaching Center tuition fee,Local Coaching Center,295.5,expense,Card,csv_import,Education,local coaching center tuition fee
2025-07-03,Payment to Croma,Croma,4444.91,expense,UPI,manual,Shopping,payment to croma
2025-07-04,Payment to Netmeds,Netmeds,788.73,expense,Cash,manual,Healthcare,payment to netmeds
2025-07-04,UPI-SonyLIV-59511,SonyLIV,173.86,expense,Card,manual,Entertainment,upi-sonyliv-59511
2025-07-04,Fuel - Ola,Ola,2307.98,expense,UPI,excel_import,Transport,fuel - ola
2025-07-04,Starbucks food delivery,Starbucks,314.34,expense,UPI,csv_import,Food,starbucks food delivery
2025-07-04,UPI-Spotify-61172,Spotify,577.3,expense,UPI,excel_import,Entertainment,upi-spotify-61172
2025-07-05,UPI-Cult.fit-52483,Cult.fit,427.22,expense,Cash,excel_import,Personal Care,upi-cultfit-52483
2025-07-05,Payment to Local Restaurant,Local Restaurant,445.25,expense,Card,excel_import,Food,payment to local restaurant
2025-07-05,Landlord Transfer rent transfer,Landlord Transfer,13303.66,expense,Net Banking,excel_import,Rent,landlord transfer rent transfer
2025-07-05,HP Petrol Pump booking,HP Petrol Pump,1531.04,expense,UPI,csv_import,Transport,hp petrol pump booking
2025-07-05,Unacademy subscription,Unacademy,2298.49,expense,UPI,excel_import,Education,unacademy subscription
2025-07-05,Cleartrip flight ticket,Cleartrip,12882.02,expense,Net Banking,excel_import,Travel,cleartrip flight ticket
2025-07-05,UPI-Lakme Salon-95985,Lakme Salon,512.61,expense,UPI,excel_import,Personal Care,upi-lakme salon-95985
2025-07-06,UPI-Uber-83457,Uber,127.04,expense,Cash,manual,Transport,upi-uber-83457
2025-07-06,UPI-Netmeds-90833,Netmeds,2925.22,expense,UPI,excel_import,Healthcare,upi-netmeds-90833
2025-07-06,Ajio online shopping,Ajio,1232.03,expense,Net Banking,excel_import,Shopping,ajio online shopping
2025-07-06,UPI-Spencer's-99789,Spencer's,3919.56,expense,UPI,manual,Groceries,upi-spencers-99789
2025-07-06,UPI-Spotify-96531,Spotify,491.34,expense,UPI,csv_import,Entertainment,upi-spotify-96531
2025-07-07,Vodafone Idea bill payment,Vodafone Idea,305.88,expense,Net Banking,manual,Bills & Utilities,vodafone idea bill payment
2025-07-07,Grocery - Local Kirana Store,Local Kirana Store,1492.5,expense,UPI,excel_import,Groceries,grocery - local kirana store
2025-07-07,Big Bazaar purchase,Big Bazaar,2935.89,expense,UPI,manual,Shopping,big bazaar purchase
2025-07-07,Uber trip,Uber,164.71,expense,Card,csv_import,Transport,uber trip
2025-07-07,Grocery - More Supermarket,More Supermarket,1799.71,expense,Cash,manual,Groceries,grocery - more supermarket
2025-07-07,Blinkit monthly groceries,Blinkit,2957.33,expense,Cash,manual,Groceries,blinkit monthly groceries
2025-07-07,Payment to MakeMyTrip,MakeMyTrip,1792.52,expense,Net Banking,csv_import,Travel,payment to makemytrip
2025-07-07,Cafe Coffee Day dine in,Cafe Coffee Day,116.47,expense,Card,csv_import,Food,cafe coffee day dine in
2025-07-08,IndiGo Airlines flight ticket,IndiGo Airlines,5633.82,expense,Net Banking,csv_import,Travel,indigo airlines flight ticket
2025-07-08,POS-Ajio-99938,Ajio,7321.19,expense,Card,excel_import,Shopping,pos-ajio-99938
2025-07-08,Payment to Nykaa,Nykaa,923.29,expense,UPI,csv_import,Shopping,payment to nykaa
2025-07-08,KFC food delivery,KFC,279.18,expense,Cash,manual,Food,kfc food delivery
2025-07-08,flipkart online shopping   ,Flipkart,7435.37,expense,Card,manual,Shopping,flipkart online shopping
2025-07-08,Library tuition fee,Library,7273.76,expense,UPI,csv_import,Education,library tuition fee
2025-07-08,Dominos dine in,Dominos,311.91,expense,Card,manual,Food,dominos dine in
2025-07-09,Amazon purchase,Amazon,5878.18,expense,UPI,manual,Shopping,amazon purchase
2025-07-09,KFC order #52050,KFC,1115.1,expense,Card,manual,Food,kfc order #52050
2025-07-09,UPI-Zepto-37073,Zepto,2596.19,expense,UPI,excel_import,Groceries,upi-zepto-37073
2025-07-10,BookMyShow movie tickets,BookMyShow,1068.55,expense,Net Banking,excel_import,Entertainment,bookmyshow movie tickets
2025-07-11,Starbucks online order,Starbucks,1087.13,expense,Card,excel_import,Food,starbucks online order
2025-07-11,Grocery - DMart,DMart,897.25,expense,Card,csv_import,Groceries,grocery - dmart
2025-07-11,Local Restaurant dine in,Local Restaurant,206.27,expense,Card,excel_import,Food,local restaurant dine in
2025-07-11,Subway online order,Subway,885.48,expense,Card,csv_import,Food,subway online order
2025-07-11,BigBasket delivery,BigBasket,3416.35,expense,Cash,excel_import,Groceries,bigbasket delivery
2025-07-11,Swiggy order #14476,Swiggy,412.35,expense,Cash,csv_import,Food,swiggy order #14476
2025-07-11,UPI-IRCTC-6586,IRCTC,82.17,expense,UPI,excel_import,Transport,upi-irctc-6586
2025-07-11,Auto-debit Airtel,Airtel,977.5,expense,UPI,csv_import,Bills & Utilities,auto-debit airtel
2025-07-12,Dominos order #66761!!,Dominos,344.62,expense,Card,excel_import,Food,dominos order #66761
2025-07-12,Spotify subscription,Spotify,922.46,expense,Card,manual,Entertainment,spotify subscription
2025-07-13,Bharat Petroleum trip,Bharat Petroleum,1566.58,expense,Card,excel_import,Transport,bharat petroleum trip
2025-07-13,Urban Company membership renewal,Urban Company,1813.79,expense,Card,manual,Personal Care,urban company membership renewal
2025-07-13,BookMyShow monthly plan,BookMyShow,681.83,expense,Card,csv_import,Entertainment,bookmyshow monthly plan
2025-07-13,Steam subscription,Steam,640.99,expense,UPI,csv_import,Entertainment,steam subscription
2025-07-14,Payment to Swiggy,Swiggy,96.72,expense,Cash,excel_import,Food,payment to swiggy
2025-07-14,Payment to Health & Glow,Health & Glow,866.15,expense,UPI,manual,Personal Care,payment to health  glow
2025-07-14,Spotify monthly plan,Spotify,1368.5,expense,UPI,manual,Entertainment,spotify monthly plan
2025-07-14,POS-Croma-26589,Croma,2568.39,expense,Card,csv_import,Shopping,pos-croma-26589
2025-07-14,Dominos order #70508,Dominos,232.56,expense,UPI,manual,Food,dominos order #70508
2025-07-14,Payment to Croma,Croma,7720.58,expense,Card,manual,Shopping,payment to croma
2025-07-15,UPI-Reliance Fresh-82639,Reliance Fresh,2793.62,expense,UPI,csv_import,Groceries,upi-reliance fresh-82639
2025-07-15,Swiggy food delivery,Swiggy,1140.5,expense,Cash,excel_import,Food,swiggy food delivery
2025-07-15,Reliance Trends purchase,Reliance Trends,2762.48,expense,Net Banking,csv_import,Shopping,reliance trends purchase
2025-07-15,Airtel bill payment,Airtel,1684.16,expense,Net Banking,manual,Bills & Utilities,airtel bill payment
2025-07-15,Cult.fit membership renewal,Cult.fit,2614.83,expense,UPI,csv_import,Personal Care,cultfit membership renewal
2025-07-16,Local Salon membership renewal,Local Salon,1048.62,expense,UPI,csv_import,Personal Care,local salon membership renewal
2025-07-16,Local Coaching Center course fee,Local Coaching Center,6346.45,expense,Net Banking,csv_import,Education,local coaching center course fee
2025-07-16,Coursera tuition fee,Coursera,6065.3,expense,UPI,csv_import,Education,coursera tuition fee
2025-07-16,Starbucks food delivery,Starbucks,232.52,expense,UPI,manual,Food,starbucks food delivery
2025-07-16,NoBroker Rent Pay rent transfer,NoBroker Rent Pay,29723.8,expense,Net Banking,csv_import,Rent,nobroker rent pay rent transfer
2025-07-17,Payment to Goibibo,Goibibo,9915.01,expense,Net Banking,excel_import,Travel,payment to goibibo
2025-07-17,Coursera course fee,Coursera,7306.95,expense,Net Banking,excel_import,Education,coursera course fee
2025-07-18,NoBroker Rent Pay rent transfer,NoBroker Rent Pay,20881.92,expense,NEFT,manual,Rent,nobroker rent pay rent transfer
2025-07-18,Fuel - Uber,Uber,544.23,expense,UPI,manual,Transport,fuel - uber
2025-07-18,Subway dine in,Subway,893.01,expense,Card,manual,Food,subway dine in
2025-07-19,UPI-HP Petrol Pump-2792,HP Petrol Pump,1049.58,expense,UPI,manual,Transport,upi-hp petrol pump-2792
2025-07-19,Payment to Nykaa,Nykaa,4808.09,expense,Card,csv_import,Shopping,payment to nykaa
2025-07-19,IndiGo Airlines hotel booking,IndiGo Airlines,2876.78,expense,Net Banking,manual,Travel,indigo airlines hotel booking
2025-07-19,Airtel postpaid bill,Airtel,521.6,expense,Auto Debit,excel_import,Bills & Utilities,airtel postpaid bill
2025-07-19,Myntra order #28111,Myntra,6742.56,expense,Card,manual,Shopping,myntra order #28111
2025-07-19,Amazon Prime movie tickets,Amazon Prime,525.89,expense,Card,manual,Entertainment,amazon prime movie tickets
2025-07-20,Health & Glow service,Health & Glow,1286.71,expense,Cash,excel_import,Personal Care,health  glow service
2025-07-20,Grocery - Zepto,Zepto,2753.3,expense,UPI,manual,Groceries,grocery - zepto
2025-07-20,Practo consultation fee,Practo,2820.7,expense,Card,manual,Healthcare,practo consultation fee
2025-07-20,Payment to McDonalds,McDonalds,85.61,expense,Card,manual,Food,payment to mcdonalds
2025-07-20,Flipkart order #98310,Flipkart,1412.49,expense,UPI,excel_import,Shopping,flipkart order #98310
2025-07-21,UPI-Swiggy-79063,Swiggy,461.12,expense,UPI,excel_import,Food,upi-swiggy-79063
2025-07-21,Payment to Zomato,Zomato,85.55,expense,Cash,csv_import,Food,payment to zomato
2025-07-21,Croma purchase,Croma,3314.85,expense,UPI,excel_import,Shopping,croma purchase
2025-07-21,Swiggy online order,Swiggy,380.13,expense,Cash,manual,Food,swiggy online order
2025-07-21,Auto-debit LPG Gas Agency,LPG Gas Agency,1033.54,expense,Net Banking,csv_import,Bills & Utilities,auto-debit lpg gas agency
2025-07-21,Local Restaurant order #78110,Local Restaurant,337.73,expense,UPI,manual,Food,local restaurant order #78110
2025-07-21,Nykaa order #48303,Nykaa,4663.76,expense,UPI,excel_import,Shopping,nykaa order #48303
2025-07-21,Rapido recharge,Rapido,1251.93,expense,Card,excel_import,Transport,rapido recharge
2025-07-21,Spotify movie tickets,Spotify,154.1,expense,UPI,excel_import,Entertainment,spotify movie tickets
2025-07-22,Auto Rickshaw recharge,Auto Rickshaw,1324.1,expense,Cash,excel_import,Transport,auto rickshaw recharge
2025-07-22,UPI-Local Kirana Store-76206,Local Kirana Store,823.72,expense,UPI,manual,Groceries,upi-local kirana store-76206
2025-07-22,Zomato food delivery,Zomato,209.01,expense,Card,csv_import,Food,zomato food delivery
2025-07-22,Blinkit delivery,Blinkit,3220.79,expense,Card,excel_import,Groceries,blinkit delivery
2025-07-22,Starbucks food delivery,Starbucks,380.97,expense,UPI,csv_import,Food,starbucks food delivery
2025-07-22,UPI-More Supermarket-1303,More Supermarket,4247.67,expense,UPI,excel_import,Groceries,upi-more supermarket-1303
2025-07-23,Airtel postpaid bill,Airtel,3101.09,expense,Auto Debit,excel_import,Bills & Utilities,airtel postpaid bill
2025-07-23,Byju's subscription,Byju's,5037.3,expense,Net Banking,csv_import,Education,byjus subscription
2025-07-23,Cult.fit service,Cult.fit,1646.94,expense,Cash,manual,Personal Care,cultfit service
2025-07-23,Flipkart order #51868,Flipkart,3299.37,expense,UPI,csv_import,Shopping,flipkart order #51868
2025-07-23,Ola booking,Ola,161.41,expense,Card,csv_import,Transport,ola booking
2025-07-23,UPI-Reliance Fresh-23923,Reliance Fresh,2240.9,expense,Cash,manual,Groceries,upi-reliance fresh-23923
2025-07-23,Cult.fit membership renewal,Cult.fit,2945.52,expense,Cash,csv_import,Personal Care,cultfit membership renewal
2025-07-24,UPI-Blinkit-92347,Blinkit,1314.03,expense,Card,manual,Groceries,upi-blinkit-92347
2025-07-24,More Supermarket order #63871,More Supermarket,3910.49,expense,Card,excel_import,Groceries,more supermarket order #63871
2025-07-24,POS-Nykaa-92084,Nykaa,2330.45,expense,Card,excel_import,Shopping,pos-nykaa-92084
2025-07-24,Reliance Fresh delivery,Reliance Fresh,3218.89,expense,UPI,excel_import,Groceries,reliance fresh delivery
2025-07-25,UPI-Zomato-13077,Zomato,954.26,expense,Cash,manual,Food,upi-zomato-13077
2025-07-25,DMart delivery,DMart,3149.19,expense,Card,csv_import,Groceries,dmart delivery
2025-07-25,POS-Myntra-78275,Myntra,3553.99,expense,Card,csv_import,Shopping,pos-myntra-78275
2025-07-25,Payment to Max Healthcare,Max Healthcare,4469.85,expense,UPI,csv_import,Healthcare,payment to max healthcare
2025-07-25,Local Kirana Store delivery,Local Kirana Store,1396.45,expense,Cash,manual,Groceries,local kirana store delivery
2025-07-25,Spotify movie tickets,Spotify,1178.9,expense,Net Banking,excel_import,Entertainment,spotify movie tickets
2025-07-25,SonyLIV movie tickets,SonyLIV,1154.06,expense,Net Banking,excel_import,Entertainment,sonyliv movie tickets
2025-07-25,Big Bazaar online shopping,Big Bazaar,2037.98,expense,Card,excel_import,Shopping,big bazaar online shopping
2025-07-26,Subway online order,Subway,410.08,expense,Cash,csv_import,Food,subway online order
2025-07-26,Croma order #85399,Croma,864.19,expense,Net Banking,excel_import,Shopping,croma order #85399
2025-07-27,UPI-McDonalds-14921,McDonalds,875.89,expense,Card,csv_import,Food,upi-mcdonalds-14921
2025-07-27,Payment to Ajio,Ajio,7925.04,expense,Net Banking,excel_import,Shopping,payment to ajio
2025-07-27,Uber ride payment,Uber,587.02,expense,Card,csv_import,Transport,uber ride payment
2025-07-27,Zomato food delivery,Zomato,225.48,expense,Cash,excel_import,Food,zomato food delivery
2025-07-28,Payment to Starbucks,Starbucks,987.99,expense,UPI,excel_import,Food,payment to starbucks
2025-07-28,Monthly rent payment,Landlord Transfer,8423.29,expense,Net Banking,manual,Rent,monthly rent payment
2025-07-28,Payment to Myntra,Myntra,4404.02,expense,Net Banking,excel_import,Shopping,payment to myntra
